CIF,Account Number,Account Name,Branch Code,Branch Name,Sex,Age,Age_Group,Region,Product Type,Product Code,Opening Date,Last_Transaction_Date,Initial_Deposit,End Balance,Account_Tenure_Years,Days_Since_Last_Txn,ACTIVE_ACCOUNT,INOPERATIVE,DORMANT,Debit Freez,Credit Freez,RFM_Score,RFM_Segment,Segment_Label,CLV_Predicted,CLV_Tier,Churn_Probability,Churn_Risk_Band,Dormancy_Risk_Score,Dormancy_Risk_Band,Lookalike_Score
CIF01004608,ACC0002004608,Customer_4609,BR027,Branch_27,F,29,26-35,Oromia,Special Saving Account,PRD007,2010-07-03,2021-09-24,23986.53,42935.51,15.5,1559,0,0,1,0,0,8,Mid Value,Dormant Risk,95744.07,Top-CLV,0.9999999336419274,Critical Risk,2.952016236008268e-08,Safe,0.16174130715174134
CIF01004609,ACC0002004609,Customer_4610,BR014,Branch_14,M,24,18-25,Sidama,Ordinary Saving Account,PRD001,2014-07-31,2021-12-14,66495.88,130317.7,11.42,1478,0,0,1,0,0,9,High Value,High-CLV Active,124003.32,Top-CLV,0.9999999740356762,Critical Risk,2.952016236008268e-08,Safe,0.8823974218080117
CIF01004610,ACC0002004610,Customer_4611,BR003,Branch_3,F,34,26-35,Sidama,Ordinary Saving Account,PRD001,2012-09-26,2019-04-19,15384.88,28745.61,13.26,2448,0,0,1,1,0,8,Mid Value,Dormant Risk,75522.65,High-CLV,0.9999999567683174,Critical Risk,2.952016236008268e-08,Safe,0.058482062146236434
CIF01004611,ACC0002004611,Customer_4612,BR010,Branch_10,F,18,18-25,Amhara,Equb Saving Account,PRD014,2025-07-02,2025-08-09,246941.48,239000.4,0.5,144,1,0,0,0,0,15,Champions,Mid-Value Growth,146197.17,Top-CLV,4.205040748314862e-08,Low Risk,2.9520162389037032e-08,Safe,0.8920814807485807
CIF01004612,ACC0002004612,Customer_4613,BR024,Branch_24,F,62,56+,Addis Ababa,Dekemezmur Saving Account,PRD004,2023-06-13,2023-11-18,86904.73,48221.31,2.55,774,0,0,1,0,0,10,High Value,Mid-Value Growth,54928.754,High-CLV,0.9999999466512983,Critical Risk,2.952016236008268e-08,Safe,0.01429706031833896
CIF01004613,ACC0002004613,Customer_4614,BR016,Branch_16,M,36,36-45,Oromia,Ahadu Bereket Saving Account,PRD011,2025-12-11,2025-12-24,871725.96,1555080.23,0.05,7,1,0,0,0,0,15,Champions,High-CLV Active,1118591.0,Top-CLV,4.1200910285659966e-08,Low Risk,2.9520162389037032e-08,Safe,0.8176628039392476
CIF01004614,ACC0002004614,Customer_4615,BR017,Branch_17,M,45,36-45,Dire Dawa,Blatena Saving Account,PRD002,2022-01-20,2024-05-04,17878.38,7891.66,3.95,606,0,0,1,0,0,10,High Value,Low Engagement,39874.945,Mid-CLV,0.9999997478893852,Critical Risk,2.952016236008268e-08,Safe,0.01075003903595993
CIF01004615,ACC0002004615,Customer_4616,BR013,Branch_13,M,29,26-35,SNNPR,Ordinary Saving Account,PRD001,2012-02-14,2018-11-25,357.01,311.72,13.88,2593,0,0,1,0,0,3,Low Value,Cross-Sell Ready,50911.72,Mid-CLV,0.999999841385642,Critical Risk,2.952016236008268e-08,Safe,0.003676235136101424
CIF01004616,ACC0002004616,Customer_4617,BR009,Branch_9,M,18,18-25,Sidama,Equb Saving Account,PRD014,2017-04-04,2017-08-06,14880.05,11203.94,8.74,3069,0,0,1,0,0,5,Low Value,Cross-Sell Ready,27273.871,Low-CLV,0.9999998934945149,Critical Risk,2.952016236008268e-08,Safe,0.00603636516719916
CIF01004617,ACC0002004617,Customer_4618,BR018,Branch_18,M,52,46-55,Addis Ababa,Ordinary Saving Account,PRD001,2021-01-30,2022-12-09,7559.3,11782.39,4.92,1118,0,0,1,0,0,9,High Value,Low Engagement,33753.066,Low-CLV,0.9999999702070879,Critical Risk,2.952016236008268e-08,Safe,0.04213755301608845
CIF01004618,ACC0002004618,Customer_4619,BR019,Branch_19,F,21,18-25,Gambela,Werazut Saving Account,PRD003,2011-01-21,2024-01-09,17311.28,21999.94,14.94,722,0,0,1,0,0,11,High Value,Mid-Value Growth,97599.39,Top-CLV,0.9999983266007563,Critical Risk,2.952016236008268e-08,Safe,0.09612152566225904
CIF01004619,ACC0002004619,Customer_4620,BR027,Branch_27,F,39,36-45,Addis Ababa,Hiruyan Saving Account,PRD008,2024-03-27,2025-06-10,193798.04,145741.14,1.76,204,0,1,0,0,0,15,Champions,Mid-Value Growth,118772.08,Top-CLV,9.584701808754179e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.7670348638909321
CIF01004620,ACC0002004620,Customer_4621,BR019,Branch_19,M,40,36-45,Oromia,Special Saving Account,PRD007,2023-07-25,2025-06-01,5926.77,5086.46,2.44,213,0,1,0,0,0,12,Champions,Low Engagement,36446.484,Low-CLV,3.3940264324964283e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.01943911284425863
CIF01004621,ACC0002004621,Customer_4622,BR030,Branch_30,F,35,26-35,Dire Dawa,Agape Saving Account,PRD015,2025-07-13,2025-07-27,3837.65,13733.34,0.47,157,1,0,0,0,0,13,Champions,Champions,38108.895,Mid-CLV,1.0742168118415445e-07,Low Risk,2.9520162389037032e-08,Safe,0.04920942211560861
CIF01004622,ACC0002004622,Customer_4623,BR025,Branch_25,F,25,18-25,Oromia,Sitota Saving Deposit,PRD018,2014-10-16,2019-11-11,5063.15,3494.66,11.21,2242,0,0,1,0,0,5,Low Value,Dormant Risk,46051.043,Mid-CLV,0.9999999396438787,Critical Risk,2.952016236008268e-08,Safe,0.005036366987066176
CIF01004623,ACC0002004623,Customer_4624,BR003,Branch_3,F,33,26-35,SNNPR,Ordinary Saving Account,PRD001,2014-10-08,2020-06-05,338136.67,334775.57,11.23,2035,0,0,1,0,0,9,High Value,Dormant Risk,226591.05,Top-CLV,0.9999999241073623,Critical Risk,2.952016236008268e-08,Safe,0.9316048915374042
CIF01004624,ACC0002004624,Customer_4625,BR012,Branch_12,F,23,18-25,Amhara,Ordinary Saving Account,PRD001,2020-01-25,2024-09-07,6693.26,10469.88,5.93,480,0,0,1,0,0,11,High Value,Mid-Value Growth,51901.21,Mid-CLV,0.9999985035578478,Critical Risk,2.952016236008268e-08,Safe,0.04442037184851351
CIF01004625,ACC0002004625,Customer_4626,BR012,Branch_12,F,44,36-45,Dire Dawa,Special Saving Account,PRD007,2022-07-20,2025-03-01,19715.74,22729.52,3.45,305,0,1,0,0,0,12,Champions,Mid-Value Growth,53365.71,Mid-CLV,1.542423536987224e-06,Low Risk,0.9999997404758517,High Dormancy Risk,0.018214272215627443
CIF01004626,ACC0002004626,Customer_4627,BR001,Branch_1,M,41,36-45,Addis Ababa,Ordinary Saving Account,PRD001,2014-05-01,2015-06-18,213139.19,339466.65,11.67,3849,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,190107.72,Top-CLV,0.9999999420771521,Critical Risk,2.952016236008268e-08,Safe,0.9439693595689573
CIF01004627,ACC0002004627,Customer_4628,BR006,Branch_6,M,34,26-35,Addis Ababa,Abew Saving Account,PRD006,2015-03-30,2024-03-03,36149.35,77234.97,10.76,668,0,0,1,0,0,13,Champions,High-CLV Active,112556.53,Top-CLV,0.9999997117962947,Critical Risk,2.952016236008268e-08,Safe,0.8098928400358979
CIF01004628,ACC0002004628,Customer_4629,BR023,Branch_23,F,28,26-35,SNNPR,Werazut Saving Account,PRD003,2015-07-25,2015-12-25,454.06,1190.11,10.44,3659,0,0,1,0,0,3,Low Value,Dormant Risk,25840.95,Low-CLV,0.9999999868833862,Critical Risk,2.952016236008268e-08,Safe,0.006360624981091501
CIF01004629,ACC0002004629,Customer_4630,BR011,Branch_11,F,60,56+,Dire Dawa,Equb Saving Account,PRD014,2019-12-11,2022-11-29,6471.95,7348.87,6.06,1128,0,0,1,0,0,8,Mid Value,Mid-Value Growth,36440.57,Low-CLV,0.9999999888233774,Critical Risk,2.952016236008268e-08,Safe,0.0193707504787824
CIF01004630,ACC0002004630,Customer_4631,BR005,Branch_5,F,19,18-25,Benishangul-Gumuz,Agape Saving Account,PRD015,2011-09-21,2015-04-04,5017.95,7072.33,14.28,3924,0,0,1,0,0,4,Low Value,Dormant Risk,40889.02,Mid-CLV,0.9999999641659514,Critical Risk,2.952016236008268e-08,Safe,0.0015296190068054291
CIF01004631,ACC0002004631,Customer_4632,BR009,Branch_9,F,18,18-25,Oromia,Blatena Saving Account,PRD002,2018-03-17,2020-12-14,978.37,1226.56,7.79,1843,0,0,1,0,0,5,Low Value,Dormant Risk,29385.486,Low-CLV,0.9999999831026339,Critical Risk,2.952016236008268e-08,Safe,0.0026682682831981855
CIF01004632,ACC0002004632,Customer_4633,BR009,Branch_9,M,34,26-35,Tigray,Ordinary Saving Account,PRD001,2013-11-13,2019-01-17,6539.18,4223.5,12.13,2540,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,56098.258,High-CLV,0.999999924650509,Critical Risk,2.952016236008268e-08,Safe,0.0034665728009426037
CIF01004633,ACC0002004633,Customer_4634,BR006,Branch_6,M,31,26-35,Oromia,Sitota Saving Deposit,PRD018,2021-04-26,2023-12-31,225.15,279.72,4.68,731,0,0,1,0,0,9,High Value,Low Engagement,34615.145,Low-CLV,0.9999992707625256,Critical Risk,2.952016236008268e-08,Safe,0.035224519392760285
CIF01004634,ACC0002004634,Customer_4635,BR004,Branch_4,F,48,46-55,Oromia,Ordinary Saving Account,PRD001,2021-11-20,2022-01-07,21754.0,8947.51,4.11,1454,0,0,1,0,0,7,Mid Value,Mid-Value Growth,27031.625,Low-CLV,0.9999999739247094,Critical Risk,2.952016236008268e-08,Safe,0.00515419904302946
CIF01004635,ACC0002004635,Customer_4636,BR023,Branch_23,M,42,36-45,Addis Ababa,Ordinary Saving Account,PRD001,2024-08-07,2024-10-11,13509.71,18697.15,1.4,446,0,0,1,0,0,11,High Value,High-CLV Active,31657.072,Low-CLV,0.9999976399046883,Critical Risk,2.952016236008268e-08,Safe,0.022082178300920394
CIF01004636,ACC0002004636,Customer_4637,BR025,Branch_25,F,35,26-35,Addis Ababa,Blatena Saving Account,PRD002,2015-10-12,2022-10-28,4618.3,1420.18,10.22,1160,0,0,1,0,0,7,Mid Value,Dormant Risk,55820.277,High-CLV,0.9999999657234845,Critical Risk,2.952016236008268e-08,Safe,0.023170964580795664
CIF01004637,ACC0002004637,Customer_4638,BR015,Branch_15,F,41,36-45,Addis Ababa,Werazut Saving Account,PRD003,2011-10-21,2013-02-06,885.22,540.33,14.2,4711,0,0,1,0,0,3,Low Value,Dormant Risk,28373.43,Low-CLV,0.9999999091680587,Critical Risk,2.952016236008268e-08,Safe,0.003443944991879781
CIF01004638,ACC0002004638,Customer_4639,BR019,Branch_19,F,40,36-45,Addis Ababa,Ordinary Saving Account,PRD001,2013-09-17,2016-09-17,108200.45,199779.5,12.29,3392,0,0,1,0,0,7,Mid Value,Dormant Risk,135267.42,Top-CLV,0.9999999697896802,Critical Risk,2.952016236008268e-08,Safe,0.941628386770503
CIF01004639,ACC0002004639,Customer_4640,BR028,Branch_28,M,60,56+,Addis Ababa,Blatena Saving Account,PRD002,2013-07-26,2023-10-02,5695.71,8321.31,12.43,821,0,0,1,0,0,8,Mid Value,Low Engagement,72516.14,High-CLV,0.9999998401439536,Critical Risk,2.952016236008268e-08,Safe,0.05569003277923082
CIF01004640,ACC0002004640,Customer_4641,BR026,Branch_26,F,38,36-45,Dire Dawa,Ordinary Saving Account,PRD001,2010-01-18,2013-06-08,69311.69,75815.99,15.95,4589,0,0,1,0,0,7,Mid Value,Dormant Risk,81908.16,Top-CLV,0.9999999495293727,Critical Risk,2.952016236008268e-08,Safe,0.37288522195431173
CIF01004641,ACC0002004641,Customer_4642,BR001,Branch_1,M,26,26-35,Addis Ababa,Ahadu Bereket Saving Account,PRD011,2019-05-16,2020-03-17,11062.5,9330.28,6.63,2115,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,27143.094,Low-CLV,0.999999922169487,Critical Risk,2.952016236008268e-08,Safe,0.0025931049545301027
CIF01004642,ACC0002004642,Customer_4643,BR029,Branch_29,F,37,36-45,Sidama,Blatena Saving Account,PRD002,2020-07-11,2023-02-23,119251.35,78457.14,5.47,1042,0,0,1,0,0,11,High Value,Mid-Value Growth,76353.836,High-CLV,0.9999997471895861,Critical Risk,2.952016236008268e-08,Safe,0.21248469824094524
CIF01004643,ACC0002004643,Customer_4644,BR003,Branch_3,M,18,18-25,Dire Dawa,Janderebaw Saving Account,PRD012,2015-09-19,2020-01-03,32101.72,25183.2,10.28,2189,0,0,1,0,0,8,Mid Value,Cross-Sell Ready,59160.906,High-CLV,0.9999999919097465,Critical Risk,2.952016236008268e-08,Safe,0.04610522079311649
CIF01004644,ACC0002004644,Customer_4645,BR001,Branch_1,F,34,26-35,Oromia,Special Saving Account,PRD007,2014-07-25,2015-12-29,15791.79,26327.44,11.44,3655,0,0,1,0,0,6,Mid Value,Dormant Risk,45610.574,Mid-CLV,0.9999999741286587,Critical Risk,2.952016236008268e-08,Safe,7.76128856291806e-05
CIF01004645,ACC0002004645,Customer_4646,BR013,Branch_13,M,48,46-55,SNNPR,Ahati Saving Account,PRD005,2018-12-04,2021-11-02,3791.27,3597.73,7.07,1520,0,0,1,0,0,5,Low Value,Low Engagement,29306.494,Low-CLV,0.9999998873750968,Critical Risk,2.952016236008268e-08,Safe,0.004654684493438848
CIF01004646,ACC0002004646,Customer_4647,BR023,Branch_23,M,42,36-45,Oromia,Washera Saving Account,PRD017,2012-06-12,2023-12-13,93766.51,29663.85,13.55,749,0,0,1,0,0,12,Champions,Low Engagement,104001.05,Top-CLV,0.9999984933759751,Critical Risk,2.952016236008268e-08,Safe,0.07976718583040722
CIF01004647,ACC0002004647,Customer_4648,BR003,Branch_3,M,38,36-45,Addis Ababa,Werazut Saving Account,PRD003,2022-07-10,2025-12-10,9816.86,5182.08,3.48,21,1,0,0,0,0,12,Champions,Low Engagement,45717.76,Mid-CLV,3.820151726417217e-07,Low Risk,2.9520162389037032e-08,Safe,0.022880694914332582
CIF01004648,ACC0002004648,Customer_4649,BR009,Branch_9,M,42,36-45,SNNPR,Ordinary Saving Account,PRD001,2013-09-26,2014-07-17,3934.87,2671.69,12.26,4185,0,0,1,0,0,3,Low Value,Cross-Sell Ready,27226.936,Low-CLV,0.9999998788857247,Critical Risk,2.952016236008268e-08,Safe,0.005470182794344941
CIF01004649,ACC0002004649,Customer_4650,BR008,Branch_8,M,48,46-55,Amhara,Special Saving Account,PRD007,2021-03-11,2024-08-01,10552.38,9951.88,4.81,517,0,0,1,0,0,11,High Value,Low Engagement,44088.44,Mid-CLV,0.9999999164221264,Critical Risk,2.952016236008268e-08,Safe,0.020673388562310994
CIF01004650,ACC0002004650,Customer_4651,BR012,Branch_12,F,52,46-55,Oromia,Ordinary Saving Account,PRD001,2020-10-15,2024-05-16,12465.93,11552.39,5.21,594,0,0,1,0,0,11,High Value,Mid-Value Growth,49722.773,Mid-CLV,0.9999999397716887,Critical Risk,2.952016236008268e-08,Safe,0.023505819513670187
CIF01004651,ACC0002004651,Customer_4652,BR030,Branch_30,F,40,36-45,Harari,Blatena Saving Account,PRD002,2022-04-07,2025-02-16,49573.07,29075.99,3.73,318,0,1,0,1,0,12,Champions,Mid-Value Growth,58868.42,High-CLV,5.314542573009606e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.013277454589303279
CIF01004652,ACC0002004652,Customer_4653,BR010,Branch_10,M,31,26-35,SNNPR,Equb Saving Account,PRD014,2018-07-28,2024-04-12,793.81,1268.74,7.43,628,0,0,1,0,0,9,High Value,Low Engagement,50032.92,Mid-CLV,0.9999990164807541,Critical Risk,2.952016236008268e-08,Safe,0.04712341154551335
CIF01004653,ACC0002004653,Customer_4654,BR007,Branch_7,F,18,18-25,Oromia,Equb Saving Account,PRD014,2012-07-30,2021-07-27,476709.44,160613.43,13.42,1618,0,0,1,0,0,9,High Value,Dormant Risk,179508.36,Top-CLV,0.9999999130774775,Critical Risk,2.952016236008268e-08,Safe,0.9031848749743773
CIF01004654,ACC0002004654,Customer_4655,BR004,Branch_4,F,46,46-55,Addis Ababa,Ahati Saving Account,PRD005,2010-09-06,2024-01-06,26769.69,18908.0,15.32,725,0,0,1,0,0,11,High Value,Mid-Value Growth,100870.25,Top-CLV,0.9999970489491826,Critical Risk,2.952016236008268e-08,Safe,0.08031888437317726
CIF01004655,ACC0002004655,Customer_4656,BR006,Branch_6,F,41,36-45,Dire Dawa,Ahati Saving Account,PRD005,2010-06-27,2014-09-18,13044.97,23085.06,15.51,4122,0,0,1,0,1,6,Mid Value,Dormant Risk,62486.94,High-CLV,0.9999999281786889,Critical Risk,2.952016236008268e-08,Safe,0.0038076011335706345
CIF01004656,ACC0002004656,Customer_4657,BR004,Branch_4,M,36,36-45,Somali,Abew Saving Account,PRD006,2012-03-21,2013-12-24,26003.8,39734.45,13.78,4390,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,57857.582,High-CLV,0.9999999624846855,Critical Risk,2.952016236008268e-08,Safe,0.028255147553782656
CIF01004657,ACC0002004657,Customer_4658,BR018,Branch_18,M,26,26-35,SNNPR,Ordinary Saving Account,PRD001,2023-12-12,2024-09-08,1343.18,1262.43,2.05,479,0,0,1,0,0,9,High Value,Low Engagement,26194.2,Low-CLV,0.9999993927789831,Critical Risk,2.952016236008268e-08,Safe,0.015506497127405022
CIF01004658,ACC0002004658,Customer_4659,BR013,Branch_13,F,46,46-55,Tigray,Blatena Saving Account,PRD002,2011-09-21,2014-07-07,16091.53,31235.02,14.28,4195,0,0,1,0,1,6,Mid Value,Dormant Risk,57102.69,High-CLV,0.9999999114897317,Critical Risk,2.952016236008268e-08,Safe,0.003909744057930084
CIF01004659,ACC0002004659,Customer_4660,BR015,Branch_15,M,31,26-35,Amhara,Special Saving Account,PRD007,2017-03-23,2018-10-31,35437.31,45789.98,8.77,2618,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,51685.805,Mid-CLV,0.9999998298372467,Critical Risk,2.952016236008268e-08,Safe,0.01089553518773819
CIF01004660,ACC0002004660,Customer_4661,BR025,Branch_25,M,34,26-35,Addis Ababa,Blatena Saving Account,PRD002,2017-10-16,2018-02-25,8588.1,9901.79,8.21,2866,0,0,1,0,0,5,Low Value,Cross-Sell Ready,25782.56,Low-CLV,0.9999999666056809,Critical Risk,2.952016236008268e-08,Safe,0.005891887688481611
CIF01004661,ACC0002004661,Customer_4662,BR018,Branch_18,F,34,26-35,Benishangul-Gumuz,Ordinary Saving Account,PRD001,2020-03-03,2023-05-01,29301.09,46436.52,5.83,975,0,0,1,1,0,10,High Value,Mid-Value Growth,60222.71,High-CLV,0.999999850145511,Critical Risk,2.952016236008268e-08,Safe,0.0452047432312944
CIF01004662,ACC0002004662,Customer_4663,BR005,Branch_5,M,40,36-45,SNNPR,Special Saving Account,PRD007,2011-12-14,2023-07-12,43898.98,61908.72,14.05,903,0,0,1,0,0,11,High Value,High-CLV Active,111671.445,Top-CLV,0.9999998639496338,Critical Risk,2.952016236008268e-08,Safe,0.6796005850582975
CIF01004663,ACC0002004663,Customer_4664,BR012,Branch_12,F,21,18-25,Amhara,Abew Saving Account,PRD006,2011-03-03,2012-04-28,4479.74,11007.48,14.83,4995,0,0,1,0,0,5,Low Value,Dormant Risk,39679.13,Mid-CLV,0.9999999714279398,Critical Risk,2.952016236008268e-08,Safe,0.0037414965986394557
CIF01004664,ACC0002004664,Customer_4665,BR010,Branch_10,M,41,36-45,SNNPR,Blatena Saving Account,PRD002,2023-07-09,2025-02-27,86956.33,81448.14,2.48,307,0,1,0,0,0,13,Champions,High-CLV Active,75615.78,High-CLV,3.1322842503206344e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.24319991886795733
CIF01004665,ACC0002004665,Customer_4666,BR025,Branch_25,F,26,26-35,Amhara,Agape Saving Account,PRD015,2021-04-28,2025-07-20,12205.2,11659.77,4.68,164,1,0,0,0,0,13,Champions,Mid-Value Growth,50933.195,Mid-CLV,4.105323508482193e-07,Low Risk,2.9520162389037032e-08,Safe,0.0490726650232751
CIF01004666,ACC0002004666,Customer_4667,BR010,Branch_10,F,26,26-35,Addis Ababa,Asrat Bekurat Saving Account,PRD010,2019-10-02,2022-10-01,233231.25,290073.94,6.25,1187,0,0,1,0,0,11,High Value,Mid-Value Growth,178791.42,Top-CLV,0.9999994782336299,Critical Risk,2.952016236008268e-08,Safe,0.9032082793291982
CIF01004667,ACC0002004667,Customer_4668,BR005,Branch_5,F,45,36-45,SNNPR,Special Saving Account,PRD007,2011-08-17,2014-06-13,95238.26,106610.02,14.37,4219,0,0,1,0,0,7,Mid Value,Dormant Risk,98946.266,Top-CLV,0.9999998401527588,Critical Risk,2.952016236008268e-08,Safe,0.6126354926075408
CIF01004668,ACC0002004668,Customer_4669,BR023,Branch_23,F,23,18-25,Addis Ababa,Ordinary Saving Account,PRD001,2021-04-13,2024-06-15,24579.15,82766.71,4.72,564,0,0,1,0,0,13,Champions,Champions,77616.18,Top-CLV,0.9999969695358764,Critical Risk,2.952016236008268e-08,Safe,0.28328971112852186
CIF01004669,ACC0002004669,Customer_4670,BR013,Branch_13,F,45,36-45,Addis Ababa,Special Saving Account,PRD007,2022-08-06,2023-04-28,3953.16,5984.42,3.4,978,0,0,1,0,0,8,Mid Value,Mid-Value Growth,24799.41,Low-CLV,0.9999999679797379,Critical Risk,2.952016236008268e-08,Safe,0.01834201802121856
CIF01004670,ACC0002004670,Customer_4671,BR003,Branch_3,M,36,36-45,Addis Ababa,Hiruyan Saving Account,PRD008,2023-07-10,2023-11-04,11301.66,8093.35,2.48,788,0,0,1,0,0,8,Mid Value,Low Engagement,28772.232,Low-CLV,0.999999983161718,Critical Risk,2.952016236008268e-08,Safe,0.013170396635189924
CIF01004671,ACC0002004671,Customer_4672,BR021,Branch_21,F,18,18-25,Oromia,Special Saving Account,PRD007,2010-12-21,2018-04-03,60582.25,27367.73,15.03,2829,0,0,1,0,0,6,Mid Value,Dormant Risk,72739.87,High-CLV,0.99999995718404,Critical Risk,2.952016236008268e-08,Safe,0.008181188071334966
CIF01004672,ACC0002004672,Customer_4673,BR007,Branch_7,F,51,46-55,Harari,Special Saving Account,PRD007,2019-01-08,2019-02-13,5770.81,16369.83,6.98,2513,0,0,1,0,0,7,Mid Value,Champions,31950.387,Low-CLV,0.9999999756292514,Critical Risk,2.952016236008268e-08,Safe,0.044246161620942887
CIF01004673,ACC0002004673,Customer_4674,BR027,Branch_27,F,38,36-45,Addis Ababa,Ordinary Saving Account,PRD001,2011-05-02,2016-01-09,25596.15,22587.7,14.67,3644,0,0,1,0,0,6,Mid Value,Dormant Risk,60839.98,High-CLV,0.9999999567217212,Critical Risk,2.952016236008268e-08,Safe,0.006256730267921721
CIF01004674,ACC0002004674,Customer_4675,BR025,Branch_25,M,39,36-45,Oromia,Werazut Saving Account,PRD003,2015-05-13,2023-09-15,30323.89,40866.61,10.64,838,0,0,1,0,0,10,High Value,High-CLV Active,86433.22,Top-CLV,0.9999998592579187,Critical Risk,2.952016236008268e-08,Safe,0.06307263306050359
CIF01004675,ACC0002004675,Customer_4676,BR012,Branch_12,M,47,46-55,Tigray,Equb Saving Account,PRD014,2015-06-29,2017-03-29,11285.87,12334.61,10.51,3199,0,0,1,0,0,5,Low Value,Cross-Sell Ready,34360.47,Low-CLV,0.9999999374844443,Critical Risk,2.952016236008268e-08,Safe,0.0031261465095138107
CIF01004676,ACC0002004676,Customer_4677,BR017,Branch_17,F,52,46-55,Dire Dawa,Ordinary Saving Account,PRD001,2012-03-10,2019-04-27,3895.14,6984.03,13.81,2440,0,0,1,0,1,6,Mid Value,Dormant Risk,61020.816,High-CLV,0.9999999072344103,Critical Risk,2.952016236008268e-08,Safe,0.004109623642512888
CIF01004677,ACC0002004677,Customer_4678,BR018,Branch_18,F,37,36-45,Tigray,Special Saving Account,PRD007,2013-05-23,2025-10-26,146734.69,116375.05,12.61,66,1,0,0,0,1,15,Champions,Mid-Value Growth,159308.75,Top-CLV,1.331484610552262e-07,Low Risk,2.9520162389037032e-08,Safe,0.9069298986427342
CIF01004678,ACC0002004678,Customer_4679,BR020,Branch_20,M,42,36-45,Afar,Equb Saving Account,PRD014,2024-12-12,2025-03-06,27244.31,32335.38,1.05,300,0,1,0,0,0,12,Champions,High-CLV Active,41629.934,Mid-CLV,6.760009059227024e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.018875063800885997
CIF01004679,ACC0002004679,Customer_4680,BR003,Branch_3,M,39,36-45,SNNPR,Ordinary Saving Account,PRD001,2025-10-01,2025-10-26,8494.99,6767.51,0.25,66,1,0,0,0,0,12,Champions,Low Engagement,28773.277,Low-CLV,1.1150390201551218e-07,Low Risk,2.9520162389037032e-08,Safe,0.016334062106023256
CIF01004680,ACC0002004680,Customer_4681,BR010,Branch_10,F,30,26-35,Tigray,Washera Saving Account,PRD017,2018-04-09,2023-09-12,4083.59,23948.85,7.73,841,0,0,1,0,0,10,High Value,Champions,61582.38,High-CLV,0.9999999511951098,Critical Risk,2.952016236008268e-08,Safe,0.07465969420379767
CIF01004681,ACC0002004681,Customer_4682,BR006,Branch_6,M,18,18-25,Oromia,Equb Saving Account,PRD014,2017-03-22,2023-09-18,51419.84,36176.42,8.78,835,0,0,1,0,0,10,High Value,High-CLV Active,71215.125,High-CLV,0.9999999916424257,Critical Risk,2.952016236008268e-08,Safe,0.04437745077273234
CIF01004682,ACC0002004682,Customer_4683,BR021,Branch_21,F,37,36-45,Oromia,Tirufat Savings Account,PRD009,2025-07-26,2025-10-11,12038.83,18619.93,0.43,81,1,0,0,0,0,13,Champions,Mid-Value Growth,36575.777,Low-CLV,1.0016284363748779e-07,Low Risk,2.9520162389037032e-08,Safe,0.022256685390426703
CIF01004683,ACC0002004683,Customer_4684,BR003,Branch_3,M,51,46-55,Oromia,Hiruyan Saving Account,PRD008,2017-07-02,2023-09-03,57883.31,352718.38,8.5,850,0,0,1,0,0,11,High Value,Champions,195364.72,Top-CLV,0.9999999897518769,Critical Risk,2.952016236008268e-08,Safe,0.9262696775731588
CIF01004684,ACC0002004684,Customer_4685,BR016,Branch_16,M,41,36-45,Tigray,Prime Customer Deposit Account,PRD013,2016-12-03,2022-08-26,3350.17,7157.63,9.08,1223,0,0,1,0,0,8,Mid Value,Low Engagement,52244.1,Mid-CLV,0.9999995144249569,Critical Risk,2.952016236008268e-08,Safe,0.04844235184008994
CIF01004685,ACC0002004685,Customer_4686,BR022,Branch_22,M,22,18-25,SNNPR,Ordinary Saving Account,PRD001,2010-09-29,2014-06-23,21034.36,22951.83,15.26,4209,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,60658.008,High-CLV,0.9999999241365689,Critical Risk,2.952016236008268e-08,Safe,0.00521444547432766
CIF01004686,ACC0002004686,Customer_4687,BR029,Branch_29,F,48,46-55,Tigray,Hiruyan Saving Account,PRD008,2012-04-09,2023-07-28,6504.86,7946.44,13.73,887,0,0,1,0,0,8,Mid Value,Dormant Risk,81263.46,Top-CLV,0.9999996016905334,Critical Risk,2.952016236008268e-08,Safe,0.0637358733501939
CIF01004687,ACC0002004687,Customer_4688,BR009,Branch_9,F,31,26-35,Amhara,Werazut Saving Account,PRD003,2017-11-11,2020-02-14,182086.04,123573.42,8.14,2147,0,0,1,0,0,9,High Value,Mid-Value Growth,104235.51,Top-CLV,0.9999999243760627,Critical Risk,2.952016236008268e-08,Safe,0.5496209811647278
CIF01004688,ACC0002004688,Customer_4689,BR001,Branch_1,M,18,18-25,Tigray,Prime Customer Deposit Account,PRD013,2015-01-13,2022-06-17,23210.0,70281.71,10.97,1293,0,0,1,0,0,11,High Value,Champions,99973.45,Top-CLV,0.999999979448519,Critical Risk,2.952016236008268e-08,Safe,0.4907754422017036
