CIF,Account Number,Account Name,Product Type,Region,End Balance,Days_Since_Last_Txn,Dormancy_Risk_Score
CIF01005052,ACC0002005052,Customer_5053,Ordinary Saving Account,Addis Ababa,17640.85,262,0.9999997404758517
CIF01005051,ACC0002005051,Customer_5052,Prime Customer Deposit Account,Amhara,24873.28,252,0.9999997404758517
CIF01005030,ACC0002005030,Customer_5031,Ordinary Saving Account,Tigray,40739.3,223,0.9999997404758517
CIF01005014,ACC0002005014,Customer_5015,Washera Saving Account,Amhara,29816.9,292,0.9999997404758517
CIF01005001,ACC0002005001,Customer_5002,Hiruyan Saving Account,Sidama,47031.15,219,0.9999997404758517
CIF01005294,ACC0002005294,Customer_5295,Ordinary Saving Account,Addis Ababa,31180.88,196,0.9999997404758517
CIF01005286,ACC0002005286,Customer_5287,Hiruyan Saving Account,Oromia,2556.25,220,0.9999997404758517
CIF01005278,ACC0002005278,Customer_5279,Blatena Saving Account,SNNPR,236265.28,342,0.9999997404758517
CIF01005253,ACC0002005253,Customer_5254,Ordinary Saving Account,SNNPR,31082.17,309,0.9999997404758517
CIF01005249,ACC0002005249,Customer_5250,Special Saving Account,Addis Ababa,34668.71,293,0.9999997404758517
CIF01005235,ACC0002005235,Customer_5236,Ordinary Saving Account,Oromia,139.36,341,0.9999997404758517
CIF01005229,ACC0002005229,Customer_5230,Abew Saving Account,Addis Ababa,4611.35,216,0.9999997404758517
CIF01005223,ACC0002005223,Customer_5224,Special Saving Account,Afar,4516.84,259,0.9999997404758517
CIF01005216,ACC0002005216,Customer_5217,Asrat Bekurat Saving Account,Oromia,8883.27,251,0.9999997404758517
CIF01005209,ACC0002005209,Customer_5210,Blatena Saving Account,Tigray,15450.63,339,0.9999997404758517
CIF01005196,ACC0002005196,Customer_5197,Werazut Saving Account,Addis Ababa,2025.79,203,0.9999997404758517
CIF01005195,ACC0002005195,Customer_5196,Special Saving Account,SNNPR,12369.95,315,0.9999997404758517
CIF01005187,ACC0002005187,Customer_5188,Ordinary Saving Account,Addis Ababa,4298.3,294,0.9999997404758517
CIF01005185,ACC0002005185,Customer_5186,Sitota Saving Deposit,Addis Ababa,69588.73,221,0.9999997404758517
CIF01005184,ACC0002005184,Customer_5185,Ahati Saving Account,Addis Ababa,45726.26,188,0.9999997404758517
CIF01005183,ACC0002005183,Customer_5184,Ahati Saving Account,Addis Ababa,20187.42,210,0.9999997404758517
CIF01005461,ACC0002005461,Customer_5462,Ordinary Saving Account,Oromia,5650.02,298,0.9999997404758517
CIF01005451,ACC0002005451,Customer_5452,Agape Saving Account,Oromia,47681.24,319,0.9999997404758517
CIF01005447,ACC0002005447,Customer_5448,Hiruyan Saving Account,SNNPR,67432.44,363,0.9999997404758517
CIF01005418,ACC0002005418,Customer_5419,Ahati Saving Account,Somali,78748.66,272,0.9999997404758517
CIF01005416,ACC0002005416,Customer_5417,Special Saving Account,SNNPR,86542.56,285,0.9999997404758517
CIF01005399,ACC0002005399,Customer_5400,Special Saving Account,Benishangul-Gumuz,49727.73,347,0.9999997404758517
CIF01005393,ACC0002005393,Customer_5394,Asrat Bekurat Saving Account,Amhara,1269.53,314,0.9999997404758517
CIF01005391,ACC0002005391,Customer_5392,Special Saving Account,Benishangul-Gumuz,8184.33,224,0.9999997404758517
CIF01005384,ACC0002005384,Customer_5385,Couples Saving Deposit,Addis Ababa,8213.49,290,0.9999997404758517
CIF01005377,ACC0002005377,Customer_5378,Agape Saving Account,Gambela,86874.98,339,0.9999997404758517
CIF01005348,ACC0002005348,Customer_5349,Werazut Saving Account,SNNPR,7565.12,249,0.9999997404758517
CIF01005321,ACC0002005321,Customer_5322,Special Saving Account,Sidama,9458.94,226,0.9999997404758517
CIF01005320,ACC0002005320,Customer_5321,Ahadu Bereket Saving Account,Amhara,2352.96,200,0.9999997404758517
CIF01005316,ACC0002005316,Customer_5317,Ordinary Saving Account,Addis Ababa,3296.95,257,0.9999997404758517
CIF01005305,ACC0002005305,Customer_5306,Prime Customer Deposit Account,Addis Ababa,169.18,259,0.9999997404758517
CIF01005296,ACC0002005296,Customer_5297,Ahadu Bereket Saving Account,SNNPR,94207.28,238,0.9999997404758517
CIF01005693,ACC0002005693,Customer_5694,Agape Saving Account,Addis Ababa,1867.18,309,0.9999997404758517
CIF01005686,ACC0002005686,Customer_5687,Ordinary Saving Account,Addis Ababa,6436.74,342,0.9999997404758517
CIF01005685,ACC0002005685,Customer_5686,Ordinary Saving Account,Dire Dawa,5467.34,264,0.9999997404758517
CIF01005683,ACC0002005683,Customer_5684,Special Saving Account,Addis Ababa,34141.79,193,0.9999997404758517
CIF01005653,ACC0002005653,Customer_5654,Dekemezmur Saving Account,Oromia,38788.9,203,0.9999997404758517
CIF01005651,ACC0002005651,Customer_5652,Equb Saving Account,Addis Ababa,2196.27,215,0.9999997404758517
CIF01005644,ACC0002005644,Customer_5645,Ordinary Saving Account,Amhara,19130.47,320,0.9999997404758517
CIF01005626,ACC0002005626,Customer_5627,Special Saving Account,Somali,6235.05,242,0.9999997404758517
CIF01005603,ACC0002005603,Customer_5604,Ordinary Saving Account,Tigray,31215.56,222,0.9999997404758517
CIF01005595,ACC0002005595,Customer_5596,Janderebaw Saving Account,Gambela,3284.83,270,0.9999997404758517
CIF01005582,ACC0002005582,Customer_5583,Ordinary Saving Account,Amhara,6891.07,202,0.9999997404758517
CIF01005554,ACC0002005554,Customer_5555,Blatena Saving Account,Benishangul-Gumuz,230802.6,227,0.9999997404758517
CIF01005548,ACC0002005548,Customer_5549,Hiruyan Saving Account,Tigray,10236.65,224,0.9999997404758517
CIF01005532,ACC0002005532,Customer_5533,Werazut Saving Account,Oromia,11256.77,292,0.9999997404758517
CIF01005525,ACC0002005525,Customer_5526,Abew Saving Account,Addis Ababa,6312.07,335,0.9999997404758517
CIF01005484,ACC0002005484,Customer_5485,Abew Saving Account,Sidama,1768.1,315,0.9999997404758517
CIF01005848,ACC0002005848,Customer_5849,Special Saving Account,Addis Ababa,30553.89,301,0.9999997404758517
CIF01005831,ACC0002005831,Customer_5832,Ordinary Saving Account,Benishangul-Gumuz,4039.07,194,0.9999997404758517
CIF01005824,ACC0002005824,Customer_5825,Prime Customer Deposit Account,Addis Ababa,65139.47,306,0.9999997404758517
CIF01005821,ACC0002005821,Customer_5822,Blatena Saving Account,SNNPR,6845.41,343,0.9999997404758517
CIF01005819,ACC0002005819,Customer_5820,Agape Saving Account,Harari,15332.65,186,0.9999997404758517
CIF01005818,ACC0002005818,Customer_5819,Prime Customer Deposit Account,Sidama,1171.12,189,0.9999997404758517
CIF01005814,ACC0002005814,Customer_5815,Werazut Saving Account,Oromia,2617.93,249,0.9999997404758517
CIF01005799,ACC0002005799,Customer_5800,Janderebaw Saving Account,Addis Ababa,43568.36,228,0.9999997404758517
CIF01005783,ACC0002005783,Customer_5784,Werazut Saving Account,Addis Ababa,2765.08,229,0.9999997404758517
CIF01005779,ACC0002005779,Customer_5780,Ahadu Bereket Saving Account,Amhara,6166.77,331,0.9999997404758517
CIF01005773,ACC0002005773,Customer_5774,Janderebaw Saving Account,Amhara,44091.2,235,0.9999997404758517
CIF01005749,ACC0002005749,Customer_5750,Special Saving Account,SNNPR,96334.85,194,0.9999997404758517
CIF01005741,ACC0002005741,Customer_5742,Special Saving Account,Addis Ababa,45098.76,266,0.9999997404758517
CIF01005730,ACC0002005730,Customer_5731,Washera Saving Account,Addis Ababa,37118.66,354,0.9999997404758517
CIF01005728,ACC0002005728,Customer_5729,Werazut Saving Account,Oromia,91640.85,239,0.9999997404758517
CIF01005696,ACC0002005696,Customer_5697,Janderebaw Saving Account,Oromia,14485.91,189,0.9999997404758517
CIF01006078,ACC0002006078,Customer_6079,Janderebaw Saving Account,Dire Dawa,100532.8,357,0.9999997404758517
CIF01006077,ACC0002006077,Customer_6078,Hiruyan Saving Account,Amhara,55570.03,363,0.9999997404758517
CIF01006070,ACC0002006070,Customer_6071,Janderebaw Saving Account,Oromia,389257.83,257,0.9999997404758517
CIF01006054,ACC0002006054,Customer_6055,Special Saving Account,Gambela,33019.67,253,0.9999997404758517
CIF01006016,ACC0002006016,Customer_6017,Ordinary Saving Account,Dire Dawa,59067.85,362,0.9999997404758517
CIF01006003,ACC0002006003,Customer_6004,Janderebaw Saving Account,Addis Ababa,45269.98,233,0.9999997404758517
CIF01005988,ACC0002005988,Customer_5989,Blatena Saving Account,Addis Ababa,9367.57,264,0.9999997404758517
CIF01005984,ACC0002005984,Customer_5985,Tirufat Savings Account,Oromia,13408.36,314,0.9999997404758517
CIF01005976,ACC0002005976,Customer_5977,Ordinary Saving Account,SNNPR,4084.09,364,0.9999997404758517
CIF01005964,ACC0002005964,Customer_5965,Ordinary Saving Account,Benishangul-Gumuz,82570.45,183,0.9999997404758517
CIF01005952,ACC0002005952,Customer_5953,Special Saving Account,Sidama,118965.46,256,0.9999997404758517
CIF01005943,ACC0002005943,Customer_5944,Ahadu Bereket Saving Account,Oromia,3937.52,227,0.9999997404758517
CIF01005903,ACC0002005903,Customer_5904,Ahati Saving Account,Amhara,4030.54,225,0.9999997404758517
CIF01005899,ACC0002005899,Customer_5900,Ordinary Saving Account,Benishangul-Gumuz,683.37,220,0.9999997404758517
CIF01005884,ACC0002005884,Customer_5885,Ahati Saving Account,Dire Dawa,50411.21,301,0.9999997404758517
CIF01005860,ACC0002005860,Customer_5861,Tirufat Savings Account,Oromia,349408.71,234,0.9999997404758517
CIF01006232,ACC0002006232,Customer_6233,Special Saving Account,Oromia,959.14,241,0.9999997404758517
CIF01006222,ACC0002006222,Customer_6223,Ahati Saving Account,Amhara,2680.13,329,0.9999997404758517
CIF01006220,ACC0002006220,Customer_6221,Werazut Saving Account,Addis Ababa,110370.71,304,0.9999997404758517
CIF01006216,ACC0002006216,Customer_6217,Prime Customer Deposit Account,Tigray,16236.87,322,0.9999997404758517
CIF01006205,ACC0002006205,Customer_6206,Special Saving Account,Amhara,346126.73,259,0.9999997404758517
CIF01006200,ACC0002006200,Customer_6201,Ahati Saving Account,Addis Ababa,21492.74,191,0.9999997404758517
CIF01006195,ACC0002006195,Customer_6196,Hiruyan Saving Account,Sidama,899.06,324,0.9999997404758517
CIF01006180,ACC0002006180,Customer_6181,Sitota Saving Deposit,Amhara,9647.43,183,0.9999997404758517
CIF01006177,ACC0002006177,Customer_6178,Blatena Saving Account,Amhara,3710.35,252,0.9999997404758517
CIF01006173,ACC0002006173,Customer_6174,Washera Saving Account,Tigray,25929.54,329,0.9999997404758517
CIF01006162,ACC0002006162,Customer_6163,Ordinary Saving Account,Dire Dawa,12232.55,196,0.9999997404758517
CIF01006154,ACC0002006154,Customer_6155,Ordinary Saving Account,Addis Ababa,54747.48,304,0.9999997404758517
CIF01006148,ACC0002006148,Customer_6149,Ahati Saving Account,SNNPR,8443.62,233,0.9999997404758517
CIF01006139,ACC0002006139,Customer_6140,Equb Saving Account,Oromia,81851.73,336,0.9999997404758517
CIF01006126,ACC0002006126,Customer_6127,Agape Saving Account,SNNPR,71152.76,203,0.9999997404758517
CIF01006121,ACC0002006121,Customer_6122,Werazut Saving Account,SNNPR,10877.67,354,0.9999997404758517
CIF01006376,ACC0002006376,Customer_6377,Blatena Saving Account,Addis Ababa,508900.88,318,0.9999997404758517
CIF01006373,ACC0002006373,Customer_6374,Equb Saving Account,Somali,230.12,199,0.9999997404758517
CIF01006372,ACC0002006372,Customer_6373,Tirufat Savings Account,Addis Ababa,12507.43,260,0.9999997404758517
CIF01006357,ACC0002006357,Customer_6358,Blatena Saving Account,Amhara,1264.89,288,0.9999997404758517
CIF01006346,ACC0002006346,Customer_6347,Ahadu Bereket Saving Account,Addis Ababa,1745.53,340,0.9999997404758517
CIF01006323,ACC0002006323,Customer_6324,Ordinary Saving Account,Benishangul-Gumuz,8473.74,272,0.9999997404758517
CIF01006322,ACC0002006322,Customer_6323,Ordinary Saving Account,Addis Ababa,169.27,242,0.9999997404758517
CIF01006313,ACC0002006313,Customer_6314,Prime Customer Deposit Account,Oromia,86422.32,230,0.9999997404758517
CIF01006305,ACC0002006305,Customer_6306,Ordinary Saving Account,Amhara,7841.68,289,0.9999997404758517
CIF01006300,ACC0002006300,Customer_6301,Ahadu Bereket Saving Account,Addis Ababa,7932.23,212,0.9999997404758517
CIF01006292,ACC0002006292,Customer_6293,Ahati Saving Account,Sidama,373.97,299,0.9999997404758517
CIF01006269,ACC0002006269,Customer_6270,Ahati Saving Account,Afar,21173.91,261,0.9999997404758517
CIF01006263,ACC0002006263,Customer_6264,Blatena Saving Account,Oromia,20752.26,185,0.9999997404758517
CIF01006258,ACC0002006258,Customer_6259,Ahati Saving Account,Gambela,22941.01,353,0.9999997404758517
CIF01006244,ACC0002006244,Customer_6245,Ahadu Bereket Saving Account,Dire Dawa,3710.8,286,0.9999997404758517
CIF01006238,ACC0002006238,Customer_6239,Ahati Saving Account,Amhara,8815.75,244,0.9999997404758517
CIF01006572,ACC0002006572,Customer_6573,Werazut Saving Account,Oromia,158343.33,294,0.9999997404758517
CIF01006528,ACC0002006528,Customer_6529,Special Saving Account,Somali,9480.72,280,0.9999997404758517
CIF01006507,ACC0002006507,Customer_6508,Abew Saving Account,Addis Ababa,2849.18,208,0.9999997404758517
CIF01006482,ACC0002006482,Customer_6483,Sitota Saving Deposit,Amhara,45592.56,284,0.9999997404758517
CIF01006479,ACC0002006479,Customer_6480,Blatena Saving Account,Amhara,11233.17,307,0.9999997404758517
CIF01006477,ACC0002006477,Customer_6478,Special Saving Account,Addis Ababa,10183.03,250,0.9999997404758517
CIF01006470,ACC0002006470,Customer_6471,Ordinary Saving Account,Addis Ababa,29285.19,297,0.9999997404758517
CIF01006458,ACC0002006458,Customer_6459,Werazut Saving Account,Oromia,30667.42,251,0.9999997404758517
CIF01006456,ACC0002006456,Customer_6457,Ahati Saving Account,Harari,19281.41,251,0.9999997404758517
CIF01006431,ACC0002006431,Customer_6432,Tirufat Savings Account,Amhara,9617.9,332,0.9999997404758517
CIF01006417,ACC0002006417,Customer_6418,Ahati Saving Account,Tigray,6179.59,246,0.9999997404758517
CIF01006413,ACC0002006413,Customer_6414,Abew Saving Account,Afar,33865.5,208,0.9999997404758517
CIF01006411,ACC0002006411,Customer_6412,Ordinary Saving Account,SNNPR,5201.06,303,0.9999997404758517
CIF01006410,ACC0002006410,Customer_6411,Abew Saving Account,Oromia,20002.69,293,0.9999997404758517
CIF01006391,ACC0002006391,Customer_6392,Sitota Saving Deposit,Oromia,6803.28,187,0.9999997404758517
CIF01006390,ACC0002006390,Customer_6391,Dekemezmur Saving Account,Addis Ababa,4310.18,357,0.9999997404758517
CIF01006752,ACC0002006752,Customer_6753,Special Saving Account,Addis Ababa,30205.75,195,0.9999997404758517
CIF01006743,ACC0002006743,Customer_6744,Ordinary Saving Account,Addis Ababa,71291.26,346,0.9999997404758517
CIF01006734,ACC0002006734,Customer_6735,Hiruyan Saving Account,Oromia,48203.34,302,0.9999997404758517
CIF01006725,ACC0002006725,Customer_6726,Sitota Saving Deposit,Afar,3345.83,326,0.9999997404758517
CIF01006718,ACC0002006718,Customer_6719,Dekemezmur Saving Account,Oromia,278.73,224,0.9999997404758517
CIF01006715,ACC0002006715,Customer_6716,Ordinary Saving Account,Addis Ababa,34749.24,309,0.9999997404758517
CIF01006708,ACC0002006708,Customer_6709,Asrat Bekurat Saving Account,Addis Ababa,801090.07,363,0.9999997404758517
CIF01006686,ACC0002006686,Customer_6687,Tirufat Savings Account,Amhara,14300.06,264,0.9999997404758517
CIF01006682,ACC0002006682,Customer_6683,Equb Saving Account,Addis Ababa,9554.95,223,0.9999997404758517
CIF01006673,ACC0002006673,Customer_6674,Werazut Saving Account,Addis Ababa,39741.94,260,0.9999997404758517
CIF01006650,ACC0002006650,Customer_6651,Blatena Saving Account,Oromia,6379.62,220,0.9999997404758517
CIF01006649,ACC0002006649,Customer_6650,Ahati Saving Account,Oromia,51291.95,191,0.9999997404758517
CIF01006627,ACC0002006627,Customer_6628,Couples Saving Deposit,Sidama,71844.29,317,0.9999997404758517
CIF01006617,ACC0002006617,Customer_6618,Ordinary Saving Account,SNNPR,84672.4,257,0.9999997404758517
CIF01006607,ACC0002006607,Customer_6608,Werazut Saving Account,Amhara,11772.89,306,0.9999997404758517
CIF01006933,ACC0002006933,Customer_6934,Ordinary Saving Account,Dire Dawa,26395.32,216,0.9999997404758517
CIF01006928,ACC0002006928,Customer_6929,Equb Saving Account,Amhara,1543.78,234,0.9999997404758517
CIF01006916,ACC0002006916,Customer_6917,Ahati Saving Account,Oromia,19274.33,322,0.9999997404758517
CIF01006913,ACC0002006913,Customer_6914,Ahati Saving Account,SNNPR,21463.44,312,0.9999997404758517
CIF01006887,ACC0002006887,Customer_6888,Asrat Bekurat Saving Account,Addis Ababa,32281.97,275,0.9999997404758517
CIF01006866,ACC0002006866,Customer_6867,Asrat Bekurat Saving Account,Dire Dawa,358161.96,231,0.9999997404758517
CIF01006844,ACC0002006844,Customer_6845,Dekemezmur Saving Account,Addis Ababa,1565.52,189,0.9999997404758517
CIF01006838,ACC0002006838,Customer_6839,Sitota Saving Deposit,Addis Ababa,7847.75,267,0.9999997404758517
CIF01006828,ACC0002006828,Customer_6829,Werazut Saving Account,Sidama,7039.99,355,0.9999997404758517
CIF01006803,ACC0002006803,Customer_6804,Prime Customer Deposit Account,Addis Ababa,44664.14,215,0.9999997404758517
CIF01006795,ACC0002006795,Customer_6796,Ordinary Saving Account,Addis Ababa,14808.84,285,0.9999997404758517
CIF01006793,ACC0002006793,Customer_6794,Couples Saving Deposit,Somali,10749.14,288,0.9999997404758517
CIF01006774,ACC0002006774,Customer_6775,Abew Saving Account,Addis Ababa,15984.83,221,0.9999997404758517
CIF01006771,ACC0002006771,Customer_6772,Blatena Saving Account,Oromia,82710.42,308,0.9999997404758517
CIF01006770,ACC0002006770,Customer_6771,Werazut Saving Account,Tigray,14951.92,337,0.9999997404758517
CIF01006765,ACC0002006765,Customer_6766,Ordinary Saving Account,Oromia,76350.96,267,0.9999997404758517
CIF01007111,ACC0002007111,Customer_7112,Dekemezmur Saving Account,Addis Ababa,880.6,254,0.9999997404758517
CIF01007107,ACC0002007107,Customer_7108,Ordinary Saving Account,Addis Ababa,868.34,316,0.9999997404758517
CIF01007097,ACC0002007097,Customer_7098,Ordinary Saving Account,SNNPR,814.94,246,0.9999997404758517
CIF01007082,ACC0002007082,Customer_7083,Special Saving Account,Addis Ababa,3467.65,331,0.9999997404758517
CIF01007074,ACC0002007074,Customer_7075,Ahadu Bereket Saving Account,Tigray,18294.24,288,0.9999997404758517
CIF01007066,ACC0002007066,Customer_7067,Ordinary Saving Account,Sidama,9303.91,342,0.9999997404758517
CIF01007056,ACC0002007056,Customer_7057,Ordinary Saving Account,Addis Ababa,10715.72,228,0.9999997404758517
CIF01007049,ACC0002007049,Customer_7050,Hiruyan Saving Account,Tigray,37637.49,264,0.9999997404758517
CIF01007007,ACC0002007007,Customer_7008,Special Saving Account,Sidama,4741.09,198,0.9999997404758517
CIF01007002,ACC0002007002,Customer_7003,Blatena Saving Account,Oromia,9194.08,216,0.9999997404758517
CIF01006968,ACC0002006968,Customer_6969,Ordinary Saving Account,Oromia,55894.75,322,0.9999997404758517
CIF01006966,ACC0002006966,Customer_6967,Special Saving Account,Afar,21026.99,248,0.9999997404758517
CIF01006965,ACC0002006965,Customer_6966,Washera Saving Account,Addis Ababa,270.0,223,0.9999997404758517
CIF01006955,ACC0002006955,Customer_6956,Dekemezmur Saving Account,SNNPR,3039.37,297,0.9999997404758517
CIF01006950,ACC0002006950,Customer_6951,Werazut Saving Account,Amhara,3318.42,351,0.9999997404758517
CIF01006947,ACC0002006947,Customer_6948,Ordinary Saving Account,Harari,9684.34,238,0.9999997404758517
CIF01007264,ACC0002007264,Customer_7265,Ahadu Bereket Saving Account,Oromia,10995.01,267,0.9999997404758517
CIF01007258,ACC0002007258,Customer_7259,Abew Saving Account,Oromia,13105.1,243,0.9999997404758517
CIF01007241,ACC0002007241,Customer_7242,Ordinary Saving Account,Tigray,4300.64,187,0.9999997404758517
CIF01007233,ACC0002007233,Customer_7234,Blatena Saving Account,Addis Ababa,6225.81,348,0.9999997404758517
CIF01007230,ACC0002007230,Customer_7231,Couples Saving Deposit,Addis Ababa,73523.46,293,0.9999997404758517
CIF01007226,ACC0002007226,Customer_7227,Equb Saving Account,Tigray,9763.21,208,0.9999997404758517
CIF01007222,ACC0002007222,Customer_7223,Ordinary Saving Account,Harari,37276.68,227,0.9999997404758517
CIF01007198,ACC0002007198,Customer_7199,Asrat Bekurat Saving Account,Addis Ababa,5049.56,256,0.9999997404758517
CIF01007178,ACC0002007178,Customer_7179,Ordinary Saving Account,Amhara,453928.2,327,0.9999997404758517
CIF01007170,ACC0002007170,Customer_7171,Dekemezmur Saving Account,Addis Ababa,26915.14,345,0.9999997404758517
CIF01007165,ACC0002007165,Customer_7166,Ordinary Saving Account,Addis Ababa,3392370.75,349,0.9999997404758517
CIF01007160,ACC0002007160,Customer_7161,Werazut Saving Account,Addis Ababa,196560.34,261,0.9999997404758517
CIF01007148,ACC0002007148,Customer_7149,Dekemezmur Saving Account,Tigray,67490.7,299,0.9999997404758517
CIF01007140,ACC0002007140,Customer_7141,Abew Saving Account,Dire Dawa,2324.94,190,0.9999997404758517
CIF01007126,ACC0002007126,Customer_7127,Ahadu Bereket Saving Account,Addis Ababa,20004.14,266,0.9999997404758517
CIF01007385,ACC0002007385,Customer_7386,Prime Customer Deposit Account,Addis Ababa,138885.7,201,0.9999997404758517
CIF01007378,ACC0002007378,Customer_7379,Ordinary Saving Account,Amhara,10586.56,208,0.9999997404758517
CIF01007371,ACC0002007371,Customer_7372,Dekemezmur Saving Account,Addis Ababa,4339.27,267,0.9999997404758517
CIF01007345,ACC0002007345,Customer_7346,Tirufat Savings Account,Oromia,10305.64,189,0.9999997404758517
CIF01007343,ACC0002007343,Customer_7344,Ordinary Saving Account,Oromia,7359.84,224,0.9999997404758517
CIF01007336,ACC0002007336,Customer_7337,Agape Saving Account,Benishangul-Gumuz,7319.68,345,0.9999997404758517
CIF01007326,ACC0002007326,Customer_7327,Werazut Saving Account,Somali,14464.02,359,0.9999997404758517
CIF01007324,ACC0002007324,Customer_7325,Ordinary Saving Account,SNNPR,65496.76,315,0.9999997404758517
CIF01007323,ACC0002007323,Customer_7324,Janderebaw Saving Account,Harari,7126.83,344,0.9999997404758517
CIF01007316,ACC0002007316,Customer_7317,Special Saving Account,Addis Ababa,34567.48,344,0.9999997404758517
CIF01007313,ACC0002007313,Customer_7314,Blatena Saving Account,Addis Ababa,967.88,271,0.9999997404758517
CIF01007301,ACC0002007301,Customer_7302,Couples Saving Deposit,Addis Ababa,8861.09,365,0.9999997404758517
CIF01007284,ACC0002007284,Customer_7285,Ordinary Saving Account,Addis Ababa,3028709.42,208,0.9999997404758517
CIF01007283,ACC0002007283,Customer_7284,Ordinary Saving Account,Tigray,52054.66,203,0.9999997404758517
CIF01007272,ACC0002007272,Customer_7273,Ordinary Saving Account,SNNPR,29574.99,313,0.9999997404758517
CIF01007544,ACC0002007544,Customer_7545,Werazut Saving Account,Oromia,91787.93,295,0.9999997404758517
CIF01007543,ACC0002007543,Customer_7544,Equb Saving Account,Amhara,5057.43,217,0.9999997404758517
CIF01007532,ACC0002007532,Customer_7533,Blatena Saving Account,Oromia,4216.63,185,0.9999997404758517
CIF01007527,ACC0002007527,Customer_7528,Ahati Saving Account,Addis Ababa,8697.27,253,0.9999997404758517
CIF01007514,ACC0002007514,Customer_7515,Ordinary Saving Account,Addis Ababa,88040.12,212,0.9999997404758517
CIF01007501,ACC0002007501,Customer_7502,Ahadu Bereket Saving Account,SNNPR,68467.21,279,0.9999997404758517
CIF01007475,ACC0002007475,Customer_7476,Dekemezmur Saving Account,Tigray,42262.05,212,0.9999997404758517
CIF01007470,ACC0002007470,Customer_7471,Tirufat Savings Account,SNNPR,1437.9,279,0.9999997404758517
CIF01007434,ACC0002007434,Customer_7435,Tirufat Savings Account,Afar,25171.24,213,0.9999997404758517
CIF01007425,ACC0002007425,Customer_7426,Ahati Saving Account,Addis Ababa,19292.69,311,0.9999997404758517
CIF01007420,ACC0002007420,Customer_7421,Agape Saving Account,SNNPR,4989.84,192,0.9999997404758517
CIF01007412,ACC0002007412,Customer_7413,Ahati Saving Account,Addis Ababa,623939.48,317,0.9999997404758517
CIF01007408,ACC0002007408,Customer_7409,Couples Saving Deposit,Addis Ababa,11455.69,220,0.9999997404758517
CIF01007407,ACC0002007407,Customer_7408,Ordinary Saving Account,Oromia,5896.9,241,0.9999997404758517
CIF01007402,ACC0002007402,Customer_7403,Prime Customer Deposit Account,Addis Ababa,49673.45,302,0.9999997404758517
CIF01007395,ACC0002007395,Customer_7396,Blatena Saving Account,Oromia,981.14,191,0.9999997404758517
CIF01007813,ACC0002007813,Customer_7814,Abew Saving Account,Sidama,52418.23,256,0.9999997404758517
CIF01007801,ACC0002007801,Customer_7802,Ahati Saving Account,Addis Ababa,38902.54,317,0.9999997404758517
CIF01007797,ACC0002007797,Customer_7798,Blatena Saving Account,Dire Dawa,3009.85,314,0.9999997404758517
CIF01007796,ACC0002007796,Customer_7797,Abew Saving Account,Amhara,18805.43,269,0.9999997404758517
CIF01007782,ACC0002007782,Customer_7783,Sitota Saving Deposit,Amhara,6138.27,253,0.9999997404758517
CIF01007770,ACC0002007770,Customer_7771,Ordinary Saving Account,Tigray,3695.65,354,0.9999997404758517
CIF01007747,ACC0002007747,Customer_7748,Janderebaw Saving Account,Addis Ababa,9344.84,289,0.9999997404758517
CIF01007704,ACC0002007704,Customer_7705,Ordinary Saving Account,Addis Ababa,7976.9,295,0.9999997404758517
CIF01007702,ACC0002007702,Customer_7703,Tirufat Savings Account,Amhara,11060.3,352,0.9999997404758517
CIF01007699,ACC0002007699,Customer_7700,Ordinary Saving Account,Sidama,48619.46,296,0.9999997404758517
CIF01007678,ACC0002007678,Customer_7679,Agape Saving Account,Benishangul-Gumuz,230746.52,198,0.9999997404758517
CIF01007676,ACC0002007676,Customer_7677,Ordinary Saving Account,Somali,765808.6,324,0.9999997404758517
CIF01007640,ACC0002007640,Customer_7641,Special Saving Account,Addis Ababa,2966.46,352,0.9999997404758517
CIF01007636,ACC0002007636,Customer_7637,Ordinary Saving Account,Amhara,81184.34,289,0.9999997404758517
CIF01007615,ACC0002007615,Customer_7616,Ordinary Saving Account,Oromia,13195.52,292,0.9999997404758517
CIF01007561,ACC0002007561,Customer_7562,Ordinary Saving Account,Amhara,36050.51,241,0.9999997404758517
CIF01007972,ACC0002007972,Customer_7973,Special Saving Account,Addis Ababa,117437.57,305,0.9999997404758517
CIF01007958,ACC0002007958,Customer_7959,Ordinary Saving Account,Addis Ababa,1224.95,222,0.9999997404758517
CIF01007945,ACC0002007945,Customer_7946,Werazut Saving Account,Addis Ababa,4826.45,209,0.9999997404758517
CIF01007939,ACC0002007939,Customer_7940,Hiruyan Saving Account,Addis Ababa,5059.94,261,0.9999997404758517
CIF01007919,ACC0002007919,Customer_7920,Ahati Saving Account,Addis Ababa,7401.54,321,0.9999997404758517
CIF01007911,ACC0002007911,Customer_7912,Blatena Saving Account,Oromia,3894.48,189,0.9999997404758517
CIF01007901,ACC0002007901,Customer_7902,Janderebaw Saving Account,Addis Ababa,583746.09,323,0.9999997404758517
CIF01007898,ACC0002007898,Customer_7899,Ordinary Saving Account,Dire Dawa,33005.59,288,0.9999997404758517
CIF01007879,ACC0002007879,Customer_7880,Prime Customer Deposit Account,Oromia,29440.07,198,0.9999997404758517
CIF01007876,ACC0002007876,Customer_7877,Washera Saving Account,Amhara,87451.87,261,0.9999997404758517
CIF01007862,ACC0002007862,Customer_7863,Agape Saving Account,Tigray,10843.74,194,0.9999997404758517
